Major Group,Minor Group,Broad Group,Detailed Occupation,Occupation Name,Group,Major Name,Minor Name,Broad Name,Description,Sample of reported job titles
29-0000.00,29-2000.00,29-2030.00,29-2037.00,Radiologic Technologists and Technicians*,Role,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Diagnostic Related Technologists and Technicians,"Operate Magnetic Resonance Imaging (MRI) scanners. Monitor patient safety and comfort, and view images of area being scanned to ensure quality of pictures. May administer gadolinium contrast dosage intravenously. May interview patient, explain MRI procedures, and position patient on examining table. May enter into the computer data such as patient history, anatomical area to be scanned, orientation specified, and position of entry.",
29-0000.00,29-2000.00,29-2040.00,29-2040.00,Emergency Medical Technicians and Paramedics,Titled,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Broad Group,"Provide first-response medical care and transport for sick or injured individuals in emergency situations. Assess patient conditions, perform basic interventions, and communicate with hospital staff.",
29-0000.00,29-2000.00,29-2040.00,29-2041.00,Emergency Medical Technicians and Paramedics,Role,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Emergency Medical Technicians and Paramedics,"Assess injuries, administer emergency medical care, and extricate trapped individuals. Transport injured or sick persons to medical facilities.",
29-0000.00,29-2000.00,29-2050.00,29-2050.00,Health Practitioner Support Technologists and Technicians,Titled,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Broad Group,"Assist practitioners in fields like surgery, pharmacy, or rehabilitation by preparing equipment, handling specimens, or aiding in procedures.",
29-0000.00,29-2000.00,29-2050.00,29-2051.00,Dietetic Technicians,Role,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Health Practitioner Support Technologists and Technicians,"Assist in the provision of food service and nutritional programs, under the supervision of a dietitian. May plan and produce meals based on established guidelines, teach principles of food and nutrition, or counsel individuals.",
29-0000.00,29-2000.00,29-2050.00,29-2052.00,Pharmacy Technicians,Role,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Health Practitioner Support Technologists and Technicians,"Prepare medications under the direction of a pharmacist. May measure, mix, count out, label, and record amounts and dosages of medications according to prescription orders.",
29-0000.00,29-2000.00,29-2050.00,29-2053.00,Psychiatric Technicians,Role,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Health Practitioner Support Technologists and Technicians,"Care for individuals with mental or emotional conditions or disabilities, following the instructions of physicians or other health practitioners. Monitor patients' physical and emotional well-being and report to medical staff. May participate in rehabilitation and treatment programs, help with personal hygiene, and administer oral or injectable medications.",
29-0000.00,29-2000.00,29-2050.00,29-2054.00,Respiratory Therapy Technicians,Role,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Health Practitioner Support Technologists and Technicians,Provide respiratory care under the direction of respiratory therapists and physicians.,
29-0000.00,29-2000.00,29-2050.00,29-2055.00,Surgical Technologists,Role,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Health Practitioner Support Technologists and Technicians,"Assist in operations, under the supervision of surgeons, registered nurses, or other surgical personnel. May help set up operating room, prepare and transport patients for surgery, adjust lights and equipment, pass instruments and other supplies to surgeons and surgeon's assistants, hold retractors, cut sutures, and help count sponges, needles, supplies, and instruments.",
29-0000.00,29-2000.00,29-2050.00,29-2056.00,Veterinary Technologists and Technicians,Role,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Health Practitioner Support Technologists and Technicians,"Perform medical tests in a laboratory environment for use in the treatment and diagnosis of diseases in animals. Prepare vaccines and serums for prevention of diseases. Prepare tissue samples, take blood samples, and execute laboratory tests, such as urinalysis and blood counts. Clean and sterilize instruments and materials and maintain equipment and machines. May assist a veterinarian during surgery.",
29-0000.00,29-2000.00,29-2050.00,29-2057.00,Ophthalmic Medical Technicians,Role,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Health Practitioner Support Technologists and Technicians,"Assist ophthalmologists by performing ophthalmic clinical functions. May administer eye exams, administer eye medications, and instruct the patient in care and use of corrective lenses.",
29-0000.00,29-2000.00,29-2060.00,29-2060.00,Licensed Practical and Licensed Vocational Nurses,Titled,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Broad Group,"Provide basic nursing care under the direction of registered nurses and doctors. Monitor patients’ health, administer basic treatments, and keep records.",
29-0000.00,29-2000.00,29-2060.00,29-2061.00,Licensed Practical and Licensed Vocational Nurses,Role,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Licensed Practical and Licensed Vocational Nurses,"Care for ill, injured, or convalescing patients or persons with disabilities in hospitals, nursing homes, clinics, private homes, group homes, and similar institutions. May work under the supervision of a registered nurse. Licensing required.",
29-0000.00,29-2000.00,29-2070.00,29-2070.00,Medical Records and Health Information Technicians,Titled,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Broad Group,"Organize and manage health information data, ensuring accuracy, accessibility, and security in both paper and electronic systems.",
29-0000.00,29-2000.00,29-2070.00,29-2071.00,Medical Records and Health Information Technicians,Role,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Medical Records and Health Information Technicians,"Compile, process, and maintain medical records of hospital and clinic patients in a manner consistent with medical, administrative, ethical, legal, and regulatory requirements of the health care system. Process, maintain, compile, and report patient information for health requirements and standards in a manner consistent with the healthcare industry's numerical coding system.",
29-0000.00,29-2000.00,29-2080.00,29-2080.00,"Opticians, Dispensing",Titled,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Broad Group,Fit and adjust eyeglasses or contact lenses according to prescriptions from ophthalmologists or optometrists. Help customers select frames and educate on lens care.,
29-0000.00,29-2000.00,29-2080.00,29-2081.00,"Opticians, Dispensing",Role,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,"Opticians, Dispensing","Design, measure, fit, and adapt lenses and frames for client according to written optical prescription or specification. Assist client with inserting, removing, and caring for contact lenses. Assist client with selecting frames. Measure customer for size of eyeglasses and coordinate frames with facial and eye measurements and optical prescription. Prepare work order for optical laboratory containing instructions for grinding and mounting lenses in frames. Verify exactness of finished lens spectacles. Adjust frame and lens position to fit client. May shape or reshape frames. Includes contact lens opticians.",
29-0000.00,29-2000.00,29-2090.00,29-2090.00,Miscellaneous Health Technologists and Technicians,Titled,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Broad Group,"Support healthcare delivery by performing specialized technical tasks not covered by other defined roles, such as surgical technologists or neurodiagnostic technologists.",
29-0000.00,29-2000.00,29-2090.00,29-2091.00,Orthotists and Prosthetists,Role,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Miscellaneous Health Technologists and Technicians,"Design, measure, fit, and adapt orthopedic braces, appliances or prostheses, such as limbs or facial parts for patients with disabling conditions.",
29-0000.00,29-2000.00,29-2090.00,29-2092.00,Hearing Aid Specialists,Role,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Miscellaneous Health Technologists and Technicians,"Select and fit hearing aids for customers. Administer and interpret tests of hearing. Assess hearing instrument efficacy. Take ear impressions and prepare, design, and modify ear molds.",
29-0000.00,29-2000.00,29-2090.00,29-2099.00,"Health Technologists and Technicians, All Other",Role,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Miscellaneous Health Technologists and Technicians,All health technologists and technicians not listed separately.,
29-0000.00,29-2000.00,29-2090.00,29-2099.01,Neurodiagnostic Technologists,Role,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Miscellaneous Health Technologists and Technicians,"Conduct electroneurodiagnostic (END) tests such as electroencephalograms, evoked potentials, polysomnograms, or electronystagmograms. May perform nerve conduction studies.",
29-0000.00,29-2000.00,29-2090.00,29-2099.05,Ophthalmic Medical Technologists,Role,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Miscellaneous Health Technologists and Technicians,"Assist ophthalmologists by performing ophthalmic clinical functions and ophthalmic photography. Provide instruction and supervision to other ophthalmic personnel. Assist with minor surgical procedures, applying aseptic techniques and preparing instruments. May perform eye exams, administer eye medications, and instruct patients in care and use of corrective lenses.",
29-0000.00,29-2000.00,29-2090.00,29-2099.06,Radiologic Technicians,Role,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Miscellaneous Health Technologists and Technicians,Maintain and use equipment and supplies necessary to demonstrate portions of the human body on x-ray film or fluoroscopic screen for diagnostic purposes.,
29-0000.00,29-2000.00,29-2090.00,29-2099.07,Surgical Assistants,Role,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Miscellaneous Health Technologists and Technicians,"Assist surgeons during surgery by performing duties such as tissue retraction, insertion of tubes and intravenous lines, or closure of surgical wounds. Perform preoperative and postoperative duties to facilitate patient care.",
29-0000.00,29-9000.00,29-9000.00,29-9000.00,Other Healthcare Practitioners and Technical Occupations,Main,Healthcare Practitioners and Technical Occupations,Minor Group,Minor Group,"This category includes a diverse range of healthcare professionals who perform specialized roles in patient care, diagnostics, therapy, and technical support. It encompasses occupations such as dental hygienists, nuclear medicine technologists, veterinary technologists and technicians, ophthalmic medical technicians, and pharmacy technicians.",
29-0000.00,29-9000.00,29-9010.00,29-9010.00,Occupational Health and Safety Specialists and Technicians,Titled,Healthcare Practitioners and Technical Occupations,Other Healthcare Practitioners and Technical Occupations,Broad Group,"Evaluate and analyze work environments to design programs and procedures that control, eliminate, and prevent disease or injury caused by chemical, physical, and biological agents.",
29-0000.00,29-9000.00,29-9010.00,29-9011.00,Occupational Health and Safety Specialists,Role,Healthcare Practitioners and Technical Occupations,Other Healthcare Practitioners and Technical Occupations,Occupational Health and Safety Specialists and Technicians,"Review, evaluate, and analyze work environments and design programs and procedures to control, eliminate, and prevent disease or injury caused by chemical, physical, and biological agents or ergonomic factors. May conduct inspections and enforce adherence to laws and regulations governing the health and safety of individuals. May be employed in the public or private sector. Includes environmental protection officers.",
29-0000.00,29-9000.00,29-9010.00,29-9012.00,Occupational Health and Safety Technicians,Role,Healthcare Practitioners and Technical Occupations,Other Healthcare Practitioners and Technical Occupations,Occupational Health and Safety Specialists and Technicians,"Collect data on work environments for analysis by occupational health and safety specialists. Implement and conduct evaluation of programs designed to limit chemical, physical, biological, and ergonomic risks to workers.",
29-0000.00,29-9000.00,29-9090.00,29-9090.00,Miscellaneous Health Practitioners and Technical Workers,Titled,Healthcare Practitioners and Technical Occupations,Other Healthcare Practitioners and Technical Occupations,Broad Group,Engage in healthcare tasks not classified under other occupations. May involve emerging healthcare technologies or highly specialized medical support activities.,
29-0000.00,29-9000.00,29-9090.00,29-9091.00,Athletic Trainers,Role,Healthcare Practitioners and Technical Occupations,Other Healthcare Practitioners and Technical Occupations,Miscellaneous Health Practitioners and Technical Workers,"Evaluate and advise individuals to assist recovery from or avoid athletic-related injuries or illnesses, or maintain peak physical fitness. May provide first aid or emergency care.",
29-0000.00,29-9000.00,29-9090.00,29-9092.00,Genetic Counselors,Role,Healthcare Practitioners and Technical Occupations,Other Healthcare Practitioners and Technical Occupations,Miscellaneous Health Practitioners and Technical Workers,"Assess individual or family risk for a variety of inherited conditions, such as genetic disorders and birth defects. Provide information to other healthcare providers or to individuals and families concerned with the risk of inherited conditions. Advise individuals and families to support informed decisionmaking and coping methods for those at risk. May help conduct research related to genetic conditions or genetic counseling.",
29-0000.00,29-9000.00,29-9090.00,29-9099.00,"Healthcare Practitioners and Technical Workers, All Other",Role,Healthcare Practitioners and Technical Occupations,Other Healthcare Practitioners and Technical Occupations,Miscellaneous Health Practitioners and Technical Workers,All healthcare practitioners and technical workers not listed separately.,
29-0000.00,29-9000.00,29-9090.00,29-9099.01,Midwives,Role,Healthcare Practitioners and Technical Occupations,Other Healthcare Practitioners and Technical Occupations,Miscellaneous Health Practitioners and Technical Workers,Provide prenatal care and childbirth assistance.,
31-0000.00,31-0000.00,31-0000.00,31-0000.00,Healthcare Support Occupations,Major,Major Group,Major Group,Major Group,"Provides assistance to healthcare practitioners, including aides and assistants who handle patient care tasks, administrative support, or routine clinical procedures under supervision of licensed professionals.",
31-0000.00,31-1000.00,31-1000.00,31-1000.00,"Nursing, Psychiatric, and Home Health Aides",Main,Healthcare Support Occupations,Minor Group,Minor Group,"This category includes healthcare professionals who provide essential care and assistance to patients in various settings. It encompasses occupations such as registered nurses, licensed practical and vocational nurses, psychiatric aides, home health aides, and personal care aides. These professionals work in hospitals, nursing homes, psychiatric facilities, home healthcare settings, and other healthcare institutions.",
31-0000.00,31-1000.00,31-1010.00,31-1010.00,"Nursing, Psychiatric, and Home Health Aides",Titled,Healthcare Support Occupations,"Nursing, Psychiatric, and Home Health Aides",Broad Group,"Provide basic patient care in home, long-term care, or hospital settings. Monitor vital signs, assist with daily living activities, and report patient status to nursing staff.",
31-0000.00,31-1000.00,31-1010.00,31-1011.00,Home Health Aides,Role,Healthcare Support Occupations,"Nursing, Psychiatric, and Home Health Aides","Nursing, Psychiatric, and Home Health Aides","Provide routine individualized healthcare such as changing bandages and dressing wounds, and applying topical medications to the elderly, convalescents, or persons with disabilities at the patient's home or in a care facility. Monitor or report changes in health status. May also provide personal care such as bathing, dressing, and grooming of patient.",
31-0000.00,31-1000.00,31-1010.00,31-1012.00,"Nursing Aides, Orderlies, and Attendants*",Role,Healthcare Support Occupations,"Nursing, Psychiatric, and Home Health Aides","Nursing, Psychiatric, and Home Health Aides","Provide basic patient care under direction of nursing staff. Perform duties such as feed, bathe, dress, groom, or move patients, or change linens. May transfer or transport patients. Includes nursing care attendants, nursing aides, and nursing attendants.",
31-0000.00,31-1000.00,31-1010.00,31-1013.00,Psychiatric Aides,Role,Healthcare Support Occupations,"Nursing, Psychiatric, and Home Health Aides","Nursing, Psychiatric, and Home Health Aides","Assist mentally impaired or emotionally disturbed patients, working under direction of nursing and medical staff. May assist with daily living activities, lead patients in educational and recreational activities, or accompany patients to and from examinations and treatments. May restrain violent patients. Includes psychiatric orderlies.",
31-0000.00,31-1000.00,31-1010.00,31-1014.00,Nursing Assistants,Role,Healthcare Support Occupations,"Nursing, Psychiatric, and Home Health Aides","Nursing, Psychiatric, and Home Health Aides","Provide basic patient care under direction of nursing staff. Perform duties such as feed, bathe, dress, groom, or move patients, or change linens. May transfer or transport patients. Includes nursing care attendants, nursing aides, and nursing attendants.",
31-0000.00,31-1000.00,31-1010.00,31-1015.00,Orderlies,Role,Healthcare Support Occupations,"Nursing, Psychiatric, and Home Health Aides","Nursing, Psychiatric, and Home Health Aides","Transport patients to areas such as operating rooms or x-ray rooms using wheelchairs, stretchers, or moveable beds. May maintain stocks of supplies or clean and transport equipment.",
31-0000.00,31-2000.00,31-2000.00,31-2000.00,Occupational Therapy and Physical Therapist Assistants and Aides,Main,Healthcare Support Occupations,Minor Group,Minor Group,"This category includes healthcare professionals who work under the guidance of occupational therapists and physical therapists to provide support and assistance to patients during therapy sessions. It encompasses occupations such as occupational therapy assistants, occupational therapy aides, physical therapist assistants, and physical therapist aides. These professionals assist patients in performing therapeutic exercises, prepare treatment areas, and provide support to therapists in delivering care.",
31-0000.00,31-2000.00,31-2010.00,31-2010.00,Occupational Therapy Assistants and Aides,Titled,Healthcare Support Occupations,Occupational Therapy and Physical Therapist Assistants and Aides,Broad Group,"Help occupational therapists provide rehabilitative services to patients, assisting in treatments designed to improve mobility, coordination, and daily living skills.",
31-0000.00,31-2000.00,31-2010.00,31-2011.00,Occupational Therapy Assistants,Role,Healthcare Support Occupations,Occupational Therapy and Physical Therapist Assistants and Aides,Occupational Therapy Assistants and Aides,"Assist occupational therapists in providing occupational therapy treatments and procedures. May, in accordance with State laws, assist in development of treatment plans, carry out routine functions, direct activity programs, and document the progress of treatments. Generally requires formal training.",
31-0000.00,31-2000.00,31-2010.00,31-2012.00,Occupational Therapy Aides,Role,Healthcare Support Occupations,Occupational Therapy and Physical Therapist Assistants and Aides,Occupational Therapy Assistants and Aides,"Under close supervision of an occupational therapist or occupational therapy assistant, perform only delegated, selected, or routine tasks in specific situations. These duties include preparing patient and treatment room.",
31-0000.00,31-2000.00,31-2020.00,31-2020.00,Physical Therapist Assistants and Aides,Titled,Healthcare Support Occupations,Occupational Therapy and Physical Therapist Assistants and Aides,Broad Group,"Assist physical therapists in providing treatments that improve patient mobility, relieve pain, and prevent or limit permanent physical disabilities.",
31-0000.00,31-2000.00,31-2020.00,31-2021.00,Physical Therapist Assistants,Role,Healthcare Support Occupations,Occupational Therapy and Physical Therapist Assistants and Aides,Physical Therapist Assistants and Aides,"Assist physical therapists in providing physical therapy treatments and procedures. May, in accordance with State laws, assist in the development of treatment plans, carry out routine functions, document the progress of treatment, and modify specific treatments in accordance with patient status and within the scope of treatment plans established by a physical therapist. Generally requires formal training.",
31-0000.00,31-2000.00,31-2020.00,31-2022.00,Physical Therapist Aides,Role,Healthcare Support Occupations,Occupational Therapy and Physical Therapist Assistants and Aides,Physical Therapist Assistants and Aides,"Under close supervision of a physical therapist or physical therapy assistant, perform only delegated, selected, or routine tasks in specific situations. These duties include preparing the patient and the treatment area.",
31-0000.00,31-9000.00,31-9000.00,31-9000.00,Other Healthcare Support Occupations,Main,Healthcare Support Occupations,Minor Group,Minor Group,"This category includes a variety of healthcare support roles that provide assistance and support to healthcare professionals and patients. It encompasses occupations such as medical transcriptionists, pharmacy aides, veterinary assistants and laboratory animal caretakers, dietetic technicians, and medical equipment preparers. These professionals work in hospitals, clinics, laboratories, pharmacies, and other healthcare settings.",
31-0000.00,31-9000.00,31-9010.00,31-9010.00,Massage Therapists,Titled,Healthcare Support Occupations,Other Healthcare Support Occupations,Broad Group,"Use touch to manipulate soft-tissue muscles of the body, relieving pain, improving circulation, or promoting relaxation. May also advise clients on stretching, strengthening, and overall wellness.",
31-0000.00,31-9000.00,31-9010.00,31-9011.00,Massage Therapists,Role,Healthcare Support Occupations,Other Healthcare Support Occupations,Massage Therapists,"Perform therapeutic massages of soft tissues and joints. May assist in the assessment of range of motion and muscle strength, or propose client therapy plans.",
31-0000.00,31-9000.00,31-9090.00,31-9090.00,Miscellaneous Healthcare Support Occupations,Titled,Healthcare Support Occupations,Other Healthcare Support Occupations,Broad Group,"Deliver allied health support services not classified under specific roles, including specialized therapeutic aides or other emerging support positions in healthcare settings.",
31-0000.00,31-9000.00,31-9090.00,31-9091.00,Dental Assistants,Role,Healthcare Support Occupations,Other Healthcare Support Occupations,Miscellaneous Healthcare Support Occupations,"Assist dentist, set up equipment, prepare patient for treatment, and keep records.",
31-0000.00,31-9000.00,31-9090.00,31-9092.00,Medical Assistants,Role,Healthcare Support Occupations,Other Healthcare Support Occupations,Miscellaneous Healthcare Support Occupations,"Perform administrative and certain clinical duties under the direction of a physician. Administrative duties may include scheduling appointments, maintaining medical records, billing, and coding information for insurance purposes. Clinical duties may include taking and recording vital signs and medical histories, preparing patients for examination, drawing blood, and administering medications as directed by physician.",
31-0000.00,31-9000.00,31-9090.00,31-9093.00,Medical Equipment Preparers,Role,Healthcare Support Occupations,Other Healthcare Support Occupations,Miscellaneous Healthcare Support Occupations,"Prepare, sterilize, install, or clean laboratory or healthcare equipment. May perform routine laboratory tasks and operate or inspect equipment.",
31-0000.00,31-9000.00,31-9090.00,31-9094.00,Medical Transcriptionists,Role,Healthcare Support Occupations,Other Healthcare Support Occupations,Miscellaneous Healthcare Support Occupations,"Transcribe medical reports recorded by physicians and other healthcare practitioners using various electronic devices, covering office visits, emergency room visits, diagnostic imaging studies, operations, chart reviews, and final summaries. Transcribe dictated reports and translate abbreviations into fully understandable form. Edit as necessary and return reports in either printed or electronic form for review and signature, or correction.",
31-0000.00,31-9000.00,31-9090.00,31-9095.00,Pharmacy Aides,Role,Healthcare Support Occupations,Other Healthcare Support Occupations,Miscellaneous Healthcare Support Occupations,"Record drugs delivered to the pharmacy, store incoming merchandise, and inform the supervisor of stock needs. May operate cash register and accept prescriptions for filling.",
31-0000.00,31-9000.00,31-9090.00,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,Role,Healthcare Support Occupations,Other Healthcare Support Occupations,Miscellaneous Healthcare Support Occupations,"Feed, water, and examine pets and other nonfarm animals for signs of illness, disease, or injury in laboratories and animal hospitals and clinics. Clean and disinfect cages and work areas, and sterilize laboratory and surgical equipment. May provide routine post-operative care, administer medication orally or topically, or prepare samples for laboratory examination under the supervision of veterinary or laboratory animal technologists or technicians, veterinarians, or scientists.",
31-0000.00,31-9000.00,31-9090.00,31-9097.00,Phlebotomists,Role,Healthcare Support Occupations,Other Healthcare Support Occupations,Miscellaneous Healthcare Support Occupations,"Draw blood for tests, transfusions, donations, or research. May explain the procedure to patients and assist in the recovery of patients with adverse reactions.",
31-0000.00,31-9000.00,31-9090.00,31-9099.00,"Healthcare Support Workers, All Other",Role,Healthcare Support Occupations,Other Healthcare Support Occupations,Miscellaneous Healthcare Support Occupations,All healthcare support workers not listed separately.,
31-0000.00,31-9000.00,31-9090.00,31-9099.01,Speech-Language Pathology Assistants,Role,Healthcare Support Occupations,Other Healthcare Support Occupations,Miscellaneous Healthcare Support Occupations,"Assist speech-language pathologists in the assessment and treatment of speech, language, voice, and fluency disorders. Implement speech and language programs or activities as planned and directed by speech-language pathologists. Monitor the use of alternative communication devices and systems.",
31-0000.00,31-9000.00,31-9090.00,31-9099.02,Endoscopy Technicians,Role,Healthcare Support Occupations,Other Healthcare Support Occupations,Miscellaneous Healthcare Support Occupations,Maintain a sterile field to provide support for physicians and nurses during endoscopy procedures. Prepare and maintain instruments and equipment. May obtain specimens.,
33-0000.00,33-0000.00,33-0000.00,33-0000.00,Protective Service Occupations,Major,Major Group,Major Group,Major Group,"Responsible for safeguarding people, property, and institutions. Occupations include law enforcement officers, firefighters, corrections staff, and other roles ensuring public safety.",
33-0000.00,33-1000.00,33-1000.00,33-1000.00,Supervisors of Protective Service Workers,Main,Protective Service Occupations,Minor Group,Minor Group,"This category includes supervisors who oversee and manage the activities of protective service workers in various industries. It encompasses occupations such as police supervisors, fire and emergency medical service supervisors, gaming supervisors, and transportation security screeners supervisors. These professionals ensure compliance with regulations, provide guidance to subordinates, and maintain the efficiency and effectiveness of protective service operations.",
33-0000.00,33-1000.00,33-1010.00,33-1010.00,First-Line Supervisors of Law Enforcement Workers,Titled,Protective Service Occupations,Supervisors of Protective Service Workers,Broad Group,"Direct and coordinate activities of police officers or other law enforcement personnel. Oversee training, patrol, investigations, and administrative tasks.",
33-0000.00,33-1000.00,33-1010.00,33-1011.00,First-Line Supervisors of Correctional Officers,Role,Protective Service Occupations,Supervisors of Protective Service Workers,First-Line Supervisors of Law Enforcement Workers,Directly supervise and coordinate activities of correctional officers and jailers.,
33-0000.00,33-1000.00,33-1010.00,33-1012.00,First-Line Supervisors of Police and Detectives,Role,Protective Service Occupations,Supervisors of Protective Service Workers,First-Line Supervisors of Law Enforcement Workers,Directly supervise and coordinate activities of members of police force.,
33-0000.00,33-1000.00,33-1020.00,33-1020.00,First-Line Supervisors of Fire Fighting and Prevention Workers,Titled,Protective Service Occupations,Supervisors of Protective Service Workers,Broad Group,"Supervise and coordinate firefighters or other staff responding to fires and other emergencies. Oversee rescue operations, equipment maintenance, and training.",
33-0000.00,33-1000.00,33-1020.00,33-1021.00,First-Line Supervisors of Fire Fighting and Prevention Workers,Role,Protective Service Occupations,Supervisors of Protective Service Workers,First-Line Supervisors of Fire Fighting and Prevention Workers,Directly supervise and coordinate activities of workers engaged in fire fighting and fire prevention and control.,
33-0000.00,33-1000.00,33-1020.00,33-1021.01,Municipal Fire Fighting and Prevention Supervisors,Role,Protective Service Occupations,Supervisors of Protective Service Workers,First-Line Supervisors of Fire Fighting and Prevention Workers,"Supervise fire fighters who control and extinguish municipal fires, protect life and property, and conduct rescue efforts.",
33-0000.00,33-1000.00,33-1020.00,33-1021.02,Forest Fire Fighting and Prevention Supervisors,Role,Protective Service Occupations,Supervisors of Protective Service Workers,First-Line Supervisors of Fire Fighting and Prevention Workers,Supervise fire fighters who control and suppress fires in forests or vacant public land.,
33-0000.00,33-1000.00,33-1090.00,33-1090.00,"Miscellaneous First-Line Supervisors, Protective Service Workers",Titled,Protective Service Occupations,Supervisors of Protective Service Workers,Broad Group,"Provide oversight for protective service personnel not included in standard categories, such as lifeguard supervisors or security shift leaders.",
33-0000.00,33-1000.00,33-1090.00,33-1099.00,"First-Line Supervisors of Protective Service Workers, All Other",Role,Protective Service Occupations,Supervisors of Protective Service Workers,"Miscellaneous First-Line Supervisors, Protective Service Workers",All protective service supervisors not listed separately above.,
33-0000.00,33-2000.00,33-2000.00,33-2000.00,Fire Fighting and Prevention Workers,Main,Protective Service Occupations,Minor Group,Minor Group,"This category includes professionals who specialize in fire prevention, fire suppression, and emergency response. It encompasses occupations such as firefighters, fire inspectors, and fire investigators. Firefighters respond to emergency situations, extinguish fires, and provide medical assistance. Fire inspectors ensure compliance with fire codes and regulations, while fire investigators determine the cause and origin of fires.",
33-0000.00,33-2000.00,33-2010.00,33-2010.00,Firefighters,Titled,Protective Service Occupations,Fire Fighting and Prevention Workers,Broad Group,"Combat and extinguish fires, respond to emergencies, and safeguard life and property. Perform rescue operations, administer first aid, and maintain firefighting equipment.",
33-0000.00,33-2000.00,33-2010.00,33-2011.00,Firefighters,Role,Protective Service Occupations,Fire Fighting and Prevention Workers,Firefighters,"Control and extinguish fires or respond to emergency situations where life, property, or the environment is at risk. Duties may include fire prevention, emergency medical service, hazardous material response, search and rescue, and disaster assistance.",
33-0000.00,33-2000.00,33-2010.00,33-2011.01,Municipal Firefighters,Role,Protective Service Occupations,Fire Fighting and Prevention Workers,Firefighters,"Control and extinguish municipal fires, protect life and property and conduct rescue efforts.",
33-0000.00,33-2000.00,33-2010.00,33-2011.02,Forest Firefighters,Role,Protective Service Occupations,Fire Fighting and Prevention Workers,Firefighters,Control and suppress fires in forests or vacant public land.,
33-0000.00,33-2000.00,33-2020.00,33-2020.00,Fire Inspectors,Titled,Protective Service Occupations,Fire Fighting and Prevention Workers,Broad Group,Inspect buildings to detect fire hazards and enforce local ordinances or state laws regulating fire safety. Investigate fire causes and origins.,
33-0000.00,33-2000.00,33-2020.00,33-2021.00,Fire Inspectors and Investigators,Role,Protective Service Occupations,Fire Fighting and Prevention Workers,Fire Inspectors,"Inspect buildings to detect fire hazards and enforce local ordinances and State laws, or investigate and gather facts to determine cause of fires and explosions.",
33-0000.00,33-2000.00,33-2020.00,33-2021.01,Fire Inspectors,Role,Protective Service Occupations,Fire Fighting and Prevention Workers,Fire Inspectors,Inspect buildings and equipment to detect fire hazards and enforce state and local regulations.,
33-0000.00,33-2000.00,33-2020.00,33-2021.02,Fire Investigators,Role,Protective Service Occupations,Fire Fighting and Prevention Workers,Fire Inspectors,Conduct investigations to determine causes of fires and explosions.,
33-0000.00,33-2000.00,33-2020.00,33-2022.00,Forest Fire Inspectors and Prevention Specialists,Role,Protective Service Occupations,Fire Fighting and Prevention Workers,Fire Inspectors,"Enforce fire regulations, inspect forest for fire hazards and recommend forest fire prevention or control measures. May report forest fires and weather conditions.",
33-0000.00,33-3000.00,33-3000.00,33-3000.00,Law Enforcement Workers,Main,Protective Service Occupations,Minor Group,Minor Group,"This category includes occupations such as police officers, detectives, and transit and railroad police. Law Enforcement Workers are responsible for maintaining public safety, enforcing laws, conducting investigations, and ensuring the security of individuals and property.",
33-0000.00,33-3000.00,33-3010.00,33-3010.00,"Bailiffs, Correctional Officers, and Jailers",Titled,Protective Service Occupations,Law Enforcement Workers,Broad Group,"Maintain order in courts or supervise correctional facility inmates. Enforce rules, conduct searches, and ensure safety and security.",
33-0000.00,33-3000.00,33-3010.00,33-3011.00,Bailiffs,Role,Protective Service Occupations,Law Enforcement Workers,"Bailiffs, Correctional Officers, and Jailers",Maintain order in courts of law.,
